Move:  Attack Order | BUG | EOT 0 | 2 | DB9 | PHYSICAL |  6, 1 Target |  Attack Order is a Critical Hit on 18+. |
Move:  Snap Trap | GRASS | SCENE 2 | 2 | DB4 | PHYSICAL |  Melee, 1 Target |  The target is trapped in a Vortex. The DC to escape the Vortex is increased by 3. |
Move:  Scorching Sands | GROUND | SCENE 2 | 2 | DB7 | SPECIAL |  5, 1 Target |  Scorching Sands Burns the target on 15+. |
Move:  Glacial Lance | ICE | DAILY 0 | 2 | DB13 | PHYSICAL |  Line 8, Smite |  Legal targets hit by Glacial Lance are Stuck and Trapped until the end of their next turn. |
Move:  Triple Axel | ICE | EOT 0 | 4 | DB6 | PHYSICAL |  Melee, 1 Target |  After attacking with Triple Axel, hit or miss, the user may Disengage 2m and attack a different target with Triple Axel. This effect may be repeated a second time, targeting a creature that has not been targeted by either prior attack. Before making each attack roll, the user can elect to give up triggering all remaining additional shifts and attacks. Triple Axel gains +1 Accuracy and +1 DB for each attack that is given up. Triple Axel always benefits from the Technician Ability. |
Move:  Court Change | NORMAL | DAILY 0 | 0 | NON | STATUS |  Field |  All Blessings and Hazards swap which side that they belong to. |
Move:  Howl | NORMAL | EOT 0 | 0 | NON | STATUS |  Burst 1 |  The user and all allies in the Burst have their Attack CS raised by 1. |
Move:  Multi-Attack | NORMAL | SCENE 2 | 2 | DB12 | PHYSICAL |  Melee, 1 Target |  Multi-Attack is the same Type as the Memory Disc, Plate, or Drive Item held. |
Move:  Rapid Spin | NORMAL | AW 0 | 2 | DB5 | PHYSICAL |  Melee, 1 Target, Spirit Surge |  Rapid Spin destroys all Hazards within 5 meters, removes Leech Seeds, and removes the user’s Trapped or Stuck status. If Rapid Spin hits, the user’s speed raises 1 CS. |
Move:  Stuff Cheeks | NORMAL | SCENE 0 | 0 | NON | STATUS |  Self |  The user immediately consumes one of its Food Buffs, regardless of any conditions that need to be met, gaining its benefit if applicable. If a Buff is consumed, the user’s Defense CS is raised by 2. |
Move:  Teatime | NORMAL | SCENE 0 | 0 | NON | STATUS |  Field, Social |  All participants in the battle may choose to immediately consume one of their Food Buffs, regardless of if the conditions to do so are met. |
Move:  Terrain Pulse | NORMAL | EOT 0 | 2 | DB5 | SPECIAL |  Close Blast 3 |  If the user is under the effects of a Terrain, Terrain Pulse has a  |
Move:  Corrosive Gas | POISON | EOT 0 | 2 | NON | STATUS |  Burst 1 |  Targets hit have their current Held Item(s) unable to be used for the remainder of the Scene. In addition, Steel-Type targets hit lose their immunity to Poison until they Faint or Take A Breather; Poison instead counts as neutral against Steel. |
Move:  Shell Side Arm | POISON | EOT 0 | 2 | DB9 | SPECIAL |  6, 1 Target |  This attack uses the highest of the user’s Attack or Special Attack Stat, though this does not change the Class of the Move. In addition, if the target’s Defense is lower than its Special Defense, this attack targets Defense, becoming a Physical Move. The target is poisoned on a 17+. |
Move:  Eerie Spell | PSYCHIC | EOT 0 | 2 | DB8 | SPECIAL |  6, 1 Target |  The user may choose to Disable the target’s last Move used. This effect may only be activated once per Scene. |
Move:  Expanding Force | PSYCHIC | EOT 0 | 2 | DB8 | SPECIAL |  Burst 1, Spirit Surge |  After Expanding Force is resolved, you may create Psychic Terrain in a Blast 7, centered on the user, that lasts for 5 turns. Any creatures in those spaces are affected as if by the Field Move Psychic Terrain, rather than any other Field Move. This Effect may trigger only once per Scene. |
Move:  Freezing Glare | PSYCHIC | EOT 0 | 2 | DB9 | SPECIAL |  6, 1 Target |  Freezing Glare Freezes the target on a 19+. Once per Scene, Freezing Glare may instead be used as an Ice-Type Move. |
Move:  Magic Powder | PSYCHIC | DAILY 0 | 2 | NON | STATUS |  5, 1 Target |  The target gains the Psychic Type in addition to its other Types for 5 turns. |
Move:  Meteor Beam | ROCK | SCENE 2 | 4 | DB12 | SPECIAL |  Cone 3, Set-Up |  Setup: The user’s Special Attack is raised by +1 Combat Stage. ->The user attacks with Meteor Beam. |
Move:  Tar Shot | ROCK | SCENE 0 | 2 | NON | STATUS |  Cone 2 |  The target gains a Coat that is automatically expended upon being hit with a Fire Type attack in order to make them one step more vulnerable to that attack. In addition, the target’s Speed is lowered by 1 CS. |
Move:  Behemoth Bash | STEEL | SCENE 2 | 2 | DB10 | PHYSICAL |  Melee, 1 Target |  The DB of Behemoth Bash increases by +2 for each positive CS the target has, to a maximum of DB 20. |
Move:  Behemoth Blade | STEEL | SCENE 2 | 2 | DB10 | PHYSICAL |  Melee, 1 Target |  The DB of Behemoth Blade increases by +2 for each positive CS the target has, to a maximum of DB 20. |
Move:  Double Iron Bash | STEEL | SCENE 2 | 2 | DB6 | PHYSICAL |  Melee, 1 Target, Double Strike |  Double Iron Bash Flinches the targets on 15+. This move is affected by Iron Fist. |
Move:  Gear Up | STEEL | SCENE 2 | 0 | NON | STATUS |  Burst 4 |  All targets that are Steel-Typed receive +1 Attack and Special Attack Combat Stages |
Move:  Steel Beam | STEEL | DAILY 0 | 3 | DB14 | SPECIAL |  Cone 3, Smite |  The user’s Hit Points are reduced by 50% of their full Hit Point value. This Hit Point loss cannot be prevented or reduced in any way. |
Move:  Steel Roller | STEEL | DAILY 2 | 2 | DB13 | PHYSICAL |  Melee, Pass, Dash, Smite, Spirit Surge |  Legal targets hit by Steel Roller are Tripped on a roll of 15+. Any Hazards in spaces Passed through or adjacent to those spaces are removed (they are removed before they can affect the user). If the user moves through an area of Terrain, or a Field-range Terrain is active, those effects immediately end. |
Move:  Fishious Rend | WATER | SCENE 2 | 2 | DB9 | PHYSICAL |  Melee, 1 Target |  Against targets with a lower initiative that have not yet acted this round, Fishious Rend deals +10 damage. |
Move:  Flip Turn | WATER | AW 0 | 2 | DB6 | PHYSICAL |  Melee, 1 Target, Dash |  If Flip Turn successfully hits its target, the user deals damage and then immediately is returned to its Poké Ball in the same turn. A New Pokémon may immediately be sent out. Using Flip Turn lets a Trapped user be recalled. |
Move:  Life Dew | WATER | DAILY 2 | 0 | NON | STATUS |  Burst 1, Healing |  The user and all allies in the burst regain Hit Points equal to 1/4 of their Maximum Hit Points. |
Move:  Snipe Shot | WATER | EOT 0 | 2 | DB8 | SPECIAL |  8, 1 Target |  Snipe Shot is a Critical Hit on 18+. This Move may not be Intercepted, nor may any Abilities, Moves, or Features be activated to change this Move’s target. Any of those existing effects (such as Follow Me) fail. |
Move:  Surging Strikes | WATER | EOT 0 | 2 | DB3 | PHYSICAL |  Melee, 1 Target |  If Surging Strikes hits, it is a Critical Hit. After attacking with Surging Strikes, hit or miss, the user may Shift 2m, ignoring Attacks of Opportunity from their target. It may then make an additional attack with this Move on a different target. This effect may be repeated a second time, the third attack targeting a creature that has not yet been targeted by either prior attack. Before making each attack roll, the user can elect to give up triggering all remaining additional shifts and attacks. Surging Strikes gains +3 DB for each attack that is given up. |
Move: null | null | null | 0 | null | null | null | null |
